"Account Name","Opportunity Name","Stage","Fiscal Period","Amount","Probability (%)","Close Date","Created Date","Next Step","Lead Source","Type","Primary Contact","Account ID","Contact: Email","Contact: Title"
"The Walt Disney Company  Limited","OCI: Compute Expansion Project","Qualify","Q1-2025","177348.52","6","1/11/2025","1/12/2025","Send introduction email to the VP of Sales","Referral","Expansion","Caleb Cole","001Hu00003XRhuo","caleb.cole@thewaltdisneycompanylimited.com","Senior Director"
"VERIZON SERVICES GROUP","OCI: Compute Expansion Project","Propose","Q1-2025","5682.37","45","1/11/2025","1/12/2025","Send a proposal to the CFO","Event","New Business","Eliza Conway","001Hu00003XRhqQ","eliza.conway@verizonservicesgroup.com","CFO"
"Citigroup Financial Products, Inc","OCI: Networking Upgrade Proposal","Meet & Present","Q1-2025","140972.14","24","1/11/2025","1/12/2025","Discuss initial feedback with the CTO","Cold Call","Expansion","","001Hu00003XRhvw","",""
"Verizon Wireless - GTE Wireless","SaaS: SCM Upgrade Proposal","Meet & Present","Q1-2025","14464.18","26","1/11/2025","1/12/2025","Demonstrate product features to the CEO","Event","New Business","Miles Avery","001Hu00003XRhnB","miles.avery@verizonwireless-gtewireless.com","CRO"
"Verizon Telematics Inc","SaaS: EPM Expansion Project","Propose","Q1-2025","11683.09","50","1/11/2025","1/12/2025","Send a proposal to the VP of Sales","Cold Call","Renewal","Summer Wells","001Hu00003XRhvD","summer.wells@verizontelematicsinc.com","VP of Sales"
"Chevron U.S.A. Inc., a Pennsylvania Corporation, by its Chevron Information Technology Company Division","PaaS: Blockchain Implementation","Propose","Q1-2025","90021.03","50","1/11/2025","1/12/2025","Discuss pricing options with the CTO","Cold Call","Renewal","","001Hu00003XRht5","",""
"CITIZENS MEDICAL CENTER","SaaS: ERP Adoption Initiative","Meet & Present","Q1-2025","9944.11","27","1/11/2025","1/12/2025","Hold a meeting with the VP of Sales to present our solution","Cold Call","New Business","Noah Boyd","001Hu00003XRhoy","noah.boyd@citizensmedicalcenter.com","Director of Sales"
"Cordis Corp., Johnson & Johnson","PaaS: Blockchain Implementation","Propose","Q1-2025","362803.37","55","1/11/2025","1/12/2025","Review the proposal with the CFO","Referral","Renewal","","001Hu00003XRhtK","",""
"COMCAST & INTERNET SCVS","PaaS: Integration Cloud Upgrade Proposal","Negotiate","Q1-2025","124810.66","71","1/11/2025","1/12/2025","Finalize contract details with the VP of Sales","Social Media","Expansion","","001Hu00003XRhvc","",""
"GOLDMAN SACHS REALTY MANAGEMENT, L.P.","SaaS: HCM Adoption Initiative","Negotiate","Q1-2025","9056.38","76","1/11/2025","1/12/2025","Negotiate terms with the Director of Operations","Cold Call","New Business","","001Hu00003XRhty","",""
"VERIZON INTERACTIVE ENGINEERING","SaaS: EPM Implementation","Negotiate","Q1-2025","8213.46","80","1/11/2025","1/12/2025","Negotiate terms with the Director of Operations","Web","Expansion","Atlas Burnett","001Hu00003XRhtm","atlas.burnett@verizoninteractiveengineering.com","Director of Sales"
"Amazon Robotics LLC","SaaS: EPM Adoption Initiative","Propose","Q1-2025","404249.56","52","1/11/2025","1/12/2025","Send a proposal to the CFO","Cold Call","Expansion","Derek Carey","001Hu00003XRhog","derek.carey@amazonroboticsllc.com","CMO"
"AVAYA CMS / AT&T SERVICES INC","PaaS: IoT Cloud Expansion Project","Propose","Q1-2025","66433.32","55","1/11/2025","1/12/2025","Discuss pricing options with the CRO","Cold Call","New Business","","001Hu00003XRhnb","",""
"Citicorp Credit Services, Inc.","OCI: Storage Adoption Initiative","Closed Lost","Q1-2025","25942.53","5","1/11/2025","1/12/2025","Document feedback from the VP of Sales","Social Media","Expansion","","001Hu00003XRhoG","",""
"Morgan Stanley Credit Corporation","PaaS: Generative AI Adoption Initiative","Closed Lost","Q1-2025","479653.33","4","1/11/2025","1/12/2025","Analyze reasons for loss with the CTO","Referral","Renewal","Layla Martin","001Hu00003XRhpZ","layla.martin@morganstanleycreditcorporation.com","Director of Operations"
"Verizon Sourcing LLC for Verizon Wireless","SaaS: SCM Adoption Initiative","Closed Won","Q1-2025","42839.74","100","1/11/2025","1/12/2025","Prepare onboarding materials for the VP of Sales","Web","New Business","Chase Ramos","001Hu00003XRhoE","chase.ramos@verizonsourcingllcforverizonwireless.com","VP of Operations"
"APPLESEEDS","OCI: Networking Adoption Initiative","Closed Won","Q1-2025","218565.29","99","1/11/2025","1/12/2025","Prepare onboarding materials for the CRO","Web","New Business","Zoe Lewis","001Hu00003XRhtb","zoe.lewis@appleseeds.com","VP of Marketing"
"BOEING SATELLITE SYSTEMS","OCI: Compute Adoption Initiative","Propose","Q1-2025","238683.40","52","1/12/2025","1/12/2025","Review the proposal with the CTO","Web","Expansion","Marcus Dixon","001Hu00003XRhvX","marcus.dixon@boeingsatellitesystems.com","VP of Product"
"Appleton Grp, LLC.","PaaS: Generative AI Expansion Project","Meet & Present","Q1-2025","83409.27","24","1/12/2025","1/12/2025","Discuss initial feedback with the Director of Operations","Event","Renewal","","001Hu00003XRhr4","",""
"AT&T DG","PaaS: IoT Cloud Expansion Project","Qualify","Q1-2025","61334.47","14","1/12/2025","1/12/2025","Send introduction email to the CRO","Cold Call","New Business","","001Hu00003XRhsc","",""
"JP Morgan Chase Bank, National Associati","OCI: Autonomous Database Implementation","Propose","Q1-2025","94850.38","45","1/12/2025","1/12/2025","Send a proposal to the CRO","Cold Call","Expansion","","001Hu00003XRhnn","",""
"Walt Disney Attractions Technology LLC","OCI: Compute Adoption Initiative","Negotiate","Q1-2025","42289.85","75","1/12/2025","1/12/2025","Resolve open concerns with the CFO","Social Media","Expansion","Phoenix Albert","001Hu00003XRhwJ","phoenix.albert@waltdisneyattractionstechnologyllc.com","Director of Engineering"
"PFIZER CENTRAL RESEARCH","OCI: IaaS Implementation","Qualify","Q1-2025","60860.53","10","1/12/2025","1/12/2025","Schedule an initial call with the CEO","Event","New Business","Ruby Austin","001Hu00003XRhrT","ruby.austin@pfizercentralresearch.com","Executive Director"
"Bank Of America Home Loans Inc","PaaS: Analytics Cloud Expansion Project","Closed Lost","Q1-2025","18068.97","0","1/12/2025","1/12/2025","Plan re-engagement strategy with the Director of Operations","Social Media","New Business","Jane Cash","001Hu00003XRhnO","jane.cash@bankofamericahomeloansinc.com","Senior Director"
"Honeywell Intellectual Properties Inc","PaaS: Integration Cloud Adoption Initiative","Closed Lost","Q1-2025","153569.04","1","1/12/2025","1/12/2025","Plan re-engagement strategy with the Product Manager","Web","New Business","Emma Buck","001Hu00003XRhox","emma.buck@honeywellintellectualpropertiesinc.com","Director of Marketing"
"Artificial Medical Intelligence Incorporated","SaaS: Financials Expansion Project","Closed Won","Q1-2025","246018.41","97","1/12/2025","1/12/2025","Send a thank-you note to the CRO","Social Media","Expansion","Cooper Cloud","001Hu00003XRhn1","cooper.cloud@artificialmedicalintelligenceincorporated.com","CMO"
"WALT DISNEY STUDIOS","PaaS: Integration Cloud Adoption Initiative","Closed Won","Q1-2025","291446.91","98","1/12/2025","1/12/2025","Send a thank-you note to the VP of Sales","Referral","Renewal","Stella Hayes","001Hu00003XRhrg","stella.hayes@waltdisneystudios.com","Executive Director"
"WALMART.COM","PaaS: Analytics Cloud Adoption Initiative","Closed Won","Q1-2025","45260.58","100","1/12/2025","1/12/2025","Set up a kickoff meeting with the Product Manager","Cold Call","New Business","Benjamin Ferguson","001Hu00003XRhqU","benjamin.ferguson@walmart.com.com","VP of Marketing"
"AT&T SBC Forecasting","PaaS: Generative AI Upgrade Proposal","Negotiate","Q1-2025","45737.61","77","1/13/2025","1/12/2025","Negotiate terms with the CFO","Cold Call","New Business","","001Hu00003XRhqk","",""
"CITIBANK N A","PaaS: IoT Cloud Implementation","Negotiate","Q1-2025","362598.86","71","1/13/2025","1/12/2025","Resolve open concerns with the CFO","Cold Call","New Business","Kai Hicks","001Hu00003XRhu9","kai.hicks@citibankna.com","Director of Operations"
"MCI/VERIZON BUSINESS","PaaS: Blockchain Adoption Initiative","Propose","Q1-2025","17411.80","48","1/13/2025","1/12/2025","Send a proposal to the VP of Sales","Social Media","Renewal","","001Hu00003XRhvA","",""
"IBM ISS","SaaS: ERP Implementation","Meet & Present","Q1-2025","87878.29","30","1/13/2025","1/12/2025","Discuss initial feedback with the CRO","Web","Expansion","Naomi Shaw","001Hu00003XRhv0","naomi.shaw@ibmiss.com","Director of Operations"
"Amazon Fulfillment Services, Inc","SaaS: CX Implementation","Negotiate","Q1-2025","11001.36","72","1/13/2025","1/12/2025","Finalize contract details with the CFO","Web","Expansion","","001Hu00003XRho6","",""
"Nike Apparel","OCI: Compute Expansion Project","Meet & Present","Q1-2025","368922.01","29","1/13/2025","1/12/2025","Demonstrate product features to the CEO","Cold Call","Expansion","Madison Sullivan","001Hu00003XRhrP","madison.sullivan@nikeapparel.com","Director of Sales"
"IBM  Delivery Center","OCI: IaaS Expansion Project","Negotiate","Q1-2025","67224.53","72","1/13/2025","1/12/2025","Resolve open concerns with the Product Manager","Web","Expansion","Paisley Black","001Hu00003XRhqj","paisley.black@ibmdeliverycenter.com","VP of Operations"
"Microsoft Corporation, Home and Entertainment Division","SaaS: Financials Implementation","Closed Won","Q1-2025","175803.65","95","1/13/2025","1/12/2025","Set up a kickoff meeting with the CTO","Event","Expansion","","001Hu00003XRhuG","",""
"Morgan Stanley Smith Barney Financial","PaaS: Blockchain Adoption Initiative","Closed Won","Q1-2025","69872.59","99","1/13/2025","1/12/2025","Send a thank-you note to the Product Manager","Referral","New Business","Autumn Chambers","001Hu00003XRhpz","autumn.chambers@morganstanleysmithbarneyfinancial.com","Regional Director"
"AT&T INFORMATION SYSTEMS","SaaS: HCM Implementation","Closed Won","Q1-2025","67311.94","98","1/13/2025","1/12/2025","Prepare onboarding materials for the VP of Sales","Social Media","Renewal","","001Hu00003XRhqJ","",""
"Disney - Charlotte","SaaS: Financials Adoption Initiative","Closed Won","Q1-2025","10077.16","97","1/13/2025","1/12/2025","Set up a kickoff meeting with the Director of Operations","Referral","Expansion","Austin Smith","001Hu00003XRhvE","austin.smith@disney-charlotte.com","CRO"
"ExxonMobil Pipeline","PaaS: Integration Cloud Upgrade Proposal","Closed Won","Q1-2025","367897.39","98","1/13/2025","1/12/2025","Prepare onboarding materials for the CRO","Event","Expansion","Nora Copeland","001Hu00003XRhuV","nora.copeland@exxonmobilpipeline.com","VP of Marketing"
"BOEING AIRCRAFT","OCI: Autonomous Database Implementation","Closed Won","Q1-2025","225022.38","95","1/13/2025","1/12/2025","Set up a kickoff meeting with the CTO","Web","Renewal","Clara Cabrera","001Hu00003XRhvh","clara.cabrera@boeingaircraft.com","VP of Marketing"
"Citigroup Finance One","PaaS: Analytics Cloud Upgrade Proposal","Meet & Present","Q1-2025","5179.48","25","1/14/2025","1/12/2025","Hold a meeting with the VP of Sales to present our solution","Web","Expansion","Lucas Castillo","001Hu00003XRhtx","lucas.castillo@citigroupfinanceone.com","CRO"
"Pfizer Global Research & Development","OCI: IaaS Upgrade Proposal","Qualify","Q1-2025","112777.32","6","1/14/2025","1/12/2025","Gather requirements from the CEO","Social Media","Expansion","","001Hu00003XRhod","",""
"AT&T Annapolis IDC","OCI: IaaS Implementation","Propose","Q1-2025","371409.39","49","1/14/2025","1/12/2025","Send a proposal to the VP of Sales","Referral","Expansion","","001Hu00003XRhtG","",""
"AT&T HOUSTON GVOIP UPG","OCI: Autonomous Database Expansion Project","Propose","Q1-2025","191663.31","46","1/14/2025","1/12/2025","Review the proposal with the Product Manager","Event","Renewal","","001Hu00003XRhv3","",""
"Target West Jefferson T-3880 DC","PaaS: Generative AI Upgrade Proposal","Propose","Q1-2025","8424.65","55","1/14/2025","1/12/2025","Discuss pricing options with the CTO","Social Media","Renewal","Sophie Bennett","001Hu00003XRhvS","sophie.bennett@targetwestjeffersont-3880dc.com","VP of Engineering"
"WALT DISNEY PICTURES & TELEVISION","SaaS: SCM Adoption Initiative","Negotiate","Q1-2025","19090.52","71","1/14/2025","1/12/2025","Resolve open concerns with the CTO","Referral","Renewal","","001Hu00003XRhvN","",""
"CAPITAL CITIES ABC","PaaS: Generative AI Upgrade Proposal","Meet & Present","Q1-2025","297105.92","29","1/14/2025","1/12/2025","Hold a meeting with the Product Manager to present our solution","Event","Renewal","Clara Bellamy","001Hu00003XRhps","clara.bellamy@capitalcitiesabc.com","Director of Sales"
"PFIZER INC C/O SENTINEL","OCI: Compute Adoption Initiative","Negotiate","Q1-2025","93537.98","80","1/14/2025","1/12/2025","Negotiate terms with the CTO","Referral","Expansion","","001Hu00003XRhuP","",""
"Disney","OCI: Networking Implementation","Qualify","Q1-2025","453741.93","12","1/14/2025","1/12/2025","Gather requirements from the CFO","Web","Renewal","Pat Butler","001Hu00003XRhn6","pat.butler@disney.com","VP of Engineering"
"GOLDMAN SACHS & CO","SaaS: Financials Upgrade Proposal","Negotiate","Q1-2025","88092.42","73","1/14/2025","1/12/2025","Resolve open concerns with the CFO","Web","Renewal","","001Hu00003XRhn7","",""
"IBM Global - Hartford Life","PaaS: IoT Cloud Expansion Project","Propose","Q1-2025","165805.77","49","1/14/2025","1/12/2025","Send a proposal to the CFO","Web","New Business","Dominic Blackwell","001Hu00003XRhvK","dominic.blackwell@ibmglobal-hartfordlife.com","Executive Director"
"APPLE AMERICAN GROUP LLC","SaaS: HCM Implementation","Negotiate","Q1-2025","265444.05","77","1/14/2025","1/12/2025","Negotiate terms with the CEO","Social Media","Expansion","Adrian Myers","001Hu00003XRhqT","adrian.myers@appleamericangroupllc.com","Director of Engineering"
"Citibank Texas N.A.","OCI: Compute Expansion Project","Meet & Present","Q1-2025","159517.32","23","1/14/2025","1/12/2025","Hold a meeting with the CRO to present our solution","Web","New Business","","001Hu00003XRhrV","",""
"Chevron U.S.A. Inc.","PaaS: Blockchain Adoption Initiative","Meet & Present","Q1-2025","59558.27","23","1/14/2025","1/12/2025","Hold a meeting with the VP of Sales to present our solution","Web","Expansion","","001Hu00003XRhpy","",""
"AT&T MOBILITY LAB","SaaS: ERP Upgrade Proposal","Closed Lost","Q1-2025","449176.73","2","1/14/2025","1/12/2025","Document feedback from the CEO","Cold Call","New Business","","001Hu00003XRhq3","",""
"AT&T CORPORATION ITS","SaaS: SCM Expansion Project","Closed Won","Q1-2025","8515.71","99","1/14/2025","1/12/2025","Send a thank-you note to the CTO","Web","New Business","","001Hu00003XRhta","",""
"METALS USA INC","PaaS: Analytics Cloud Expansion Project","Closed Won","Q1-2025","168472.44","100","1/14/2025","1/12/2025","Prepare onboarding materials for the CEO","Event","New Business","Michelle Carter","001Hu00003XRhus","michelle.carter@metalsusainc.com","Director of Product"
"Walmart International","PaaS: IoT Cloud Expansion Project","Closed Won","Q1-2025","27456.94","100","1/14/2025","1/12/2025","Prepare onboarding materials for the CFO","Event","Expansion","Quinn Christian","001Hu00003XRhr8","quinn.christian@walmartinternational.com","CISO"
"Verizon Business Shipping And Receiving","OCI: Autonomous Database Expansion Project","Propose","Q1-2025","185902.55","46","1/15/2025","1/12/2025","Review the proposal with the CFO","Social Media","New Business","Elena Richardson","001Hu00003XRhrW","elena.richardson@verizonbusinessshippingandreceiving.com","VP of Engineering"
"GE Intelligent Systems","SaaS: CX Expansion Project","Negotiate","Q1-2025","363207.00","73","1/15/2025","1/12/2025","Negotiate terms with the CFO","Referral","New Business","Rhys Carlson","001Hu00003XRhpV","rhys.carlson@geintelligentsystems.com","Director of Marketing"
"AT&T INFORMATION SYSTEMS","SaaS: Financials Implementation","Propose","Q1-2025","14341.23","51","1/15/2025","1/12/2025","Send a proposal to the VP of Sales","Cold Call","New Business","","001Hu00003XRhqJ","",""
"Commercial Metals Company","OCI: Autonomous Database Adoption Initiative","Propose","Q1-2025","48002.64","49","1/15/2025","1/12/2025","Send a proposal to the Product Manager","Referral","Renewal","James Watson","001Hu00003XRhvf","james.watson@commercialmetalscompany.com","Executive Director"
"Verizon Tech","OCI: IaaS Adoption Initiative","Meet & Present","Q1-2025","51984.98","28","1/15/2025","1/12/2025","Demonstrate product features to the CRO","Cold Call","New Business","Naomi Morgan","001Hu00003XRhui","naomi.morgan@verizontech.com","CTO"
"Metalcraft Enterprises, Inc.","OCI: Storage Upgrade Proposal","Qualify","Q1-2025","6697.57","14","1/15/2025","1/12/2025","Schedule an initial call with the CEO","Web","New Business","","001Hu00003XRhn2","",""
